prix_ttc_eur,energie,boite_de_vitesses,couleur,type_vehicule,provenance,premiere_main,kilometrage,puissance_fiscale,puissance_reelle,portes,places,longueur,largeur,hauteur,poids,volume_coffre,air_quality_icon,ville,age_ans,marque,modele
20380,hybride,automatique,bleu,suv,loueur,non,80805.0,10.0,181.0,5,5,4.447,"1,841 m","1,624 m",1761.0,395.0,crit'air niveau 1,grenoble,4.698151950718686,hybrid,225ch
15230,essence,manuelle,gris,berline,société,non,19040.0,4.0,67.0,5,5,4.05,"1,798 m","1,44 m",953.0,391.0,crit'air niveau 1,valence,2.2505133470225873,1.0,sce
17979,essence,manuelle,noir,suv,loueur,non,11961.0,5.0,91.0,5,5,4.227,"1,797 m","1,576 m",1107.0,536.0,crit'air niveau 1,besancon,1.4072553045859,1.0,tce
32999,hybride rechargeable,automatique,noir,suv,loueur,non,5.0,5.0,98.0,5,5,4.545,"1,805 m","1,68 m",1900.0,626.0,crit'air niveau 1,metz,0.8788501026694046,2.4,mivec
10989,essence,manuelle,blanc,berline,loueur,oui,37321.0,4.0,75.0,5,5,4.055,"1,765 m","1,43 m",980.0,265.0,crit'air niveau 1,grenoble,4.232717316906228,1.2,puretech
17499,essence,manuelle,,berline,société,non,11890.0,5.0,91.0,5,5,4.053,"1,798 m","1,44 m",1007.0,391.0,crit'air niveau 1,saint-victoret,0.9007529089664613,1.0,tce
25499,hybride,automatique,gris,suv,loueur,non,24548.0,5.0,91.0,5,5,4.227,"1,797 m","1,576 m",1386.0,440.0,crit'air niveau 1,roncq,1.571526351813826,1.6,e-tech
28499,hybride,automatique,gris,suv,loueur,oui,8736.0,5.0,91.0,5,5,4.227,"1,797 m","1,576 m",1386.0,440.0,crit'air niveau 1,nanteuil-les-meaux,0.5393566050650239,1.6,e-tech
18499,essence,manuelle,noir,suv,loueur,non,34616.0,5.0,91.0,5,5,4.227,"1,797 m","1,576 m",1107.0,536.0,crit'air niveau 1,dunkerque,1.675564681724846,1.0,tce
18499,essence micro hybride,manuelle,gris,suv,loueur,non,27766.0,7.0,140.0,5,5,4.227,"1,797 m","1,576 m",1172.0,536.0,,sarreguemines,2.3545516769336072,1.3,tce
25999,hybride rechargeable,automatique,blanc,suv,loueur,non,45680.0,5.0,98.0,5,5,4.545,"1,805 m","1,68 m",1900.0,626.0,crit'air niveau 1,nanteuil-les-meaux,2.647501711156742,2.4,mivec
