prix_ttc_eur,energie,boite_de_vitesses,couleur,type_vehicule,provenance,premiere_main,kilometrage,puissance_fiscale,puissance_reelle,portes,places,longueur,largeur,hauteur,poids,volume_coffre,air_quality_icon,ville,age_ans,marque,modele
13299,essence,manuelle,blanc,berline,loueur,non,46867.0,4.0,67.0,5,5,4.05,1.798,1.44,953.0,391.0,crit'air niveau 1,arras,2.91854893908282,1.0,sce
12580,essence,manuelle,gris,berline,loueur,non,13013.0,4.0,75.0,5,5,4.055,1.745,1.43,980.0,265.0,crit'air niveau 1,chambéry,3.0198494182067077,1.2,puretech
22900,electrique,automatique,gris,berline,loueur,non,18683.0,5.0,184.0,3,4,3.85,1.727,1.432,1365.0,211.0,crit'air niveau 0,aix-en-provence,2.9897330595482545,cooper,se
19199,essence micro hybride,manuelle,bi-ton,suv,,non,30450.0,7.0,140.0,5,5,4.227,1.797,1.576,1172.0,536.0,,vitrolles,2.3436002737850785,1.3,tce
9665,essence,manuelle,blanc,berline,loueur,non,69492.0,4.0,83.0,5,5,3.996,1.749,1.474,,300.0,crit'air niveau 1,la ravoire,4.676249144421629,1.2,puretech
14778,essence,manuelle,gris,suv,loueur,non,52713.0,7.0,131.0,5,5,4.3,1.77,1.55,1192.0,405.0,crit'air niveau 1,la ravoire,4.37782340862423,1.2,puretech
19590,diesel,automatique,blanc,suv,particulier,non,94759.0,9.0,178.0,5,5,4.5,1.969,1.689,1540.0,580.0,crit'air niveau 2,bourgoin-jallieu,5.675564681724846,bluehdi,180ch
18499,essence,manuelle,rouge,suv,loueur,non,7902.0,5.0,91.0,5,5,4.227,1.797,1.576,1107.0,536.0,crit'air niveau 1,fouquières-lès-béthune,1.5249828884325805,1.0,tce
13499,essence,manuelle,bleu,berline,loueur,oui,9643.0,4.0,67.0,5,5,4.05,1.798,1.44,1028.0,391.0,crit'air niveau 1,forbach,4.087611225188227,1.0,sce
16216,electrique,automatique,bleu,suv,loueur,non,73097.0,4.0,136.0,5,5,4.3,1.77,1.55,1548.0,405.0,crit'air niveau 0,seynod,4.435318275154004,e-2008,136ch
23999,essence micro hybride,automatique,noir,suv,loueur,non,35569.0,7.0,140.0,5,5,4.568,1.82,1.571,1261.0,513.0,,reims,1.4976043805612593,1.3,tce
13499,electrique,automatique,bleu,berline,particulier,non,32258.0,4.0,109.0,5,5,4.087,1.787,1.562,1427.0,338.0,crit'air niveau 0,dunkerque,3.3401779603011637,e-tech,equilibre
12279,essence,manuelle,blanc,berline,loueur,oui,37200.0,4.0,83.0,5,5,3.996,1.749,1.474,980.0,300.0,crit'air niveau 1,reims,2.521560574948665,1.2,puretech
19860,electrique,automatique,gris,berline,loueur,non,17536.0,4.0,156.0,5,5,4.055,1.765,1.43,1455.0,265.0,crit'air niveau 0,grenoble,2.088980150581793,e-208,156ch
10978,diesel,manuelle,blanc,berline,loueur,non,109408.0,4.0,85.0,5,5,4.05,1.798,1.44,1277.0,366.0,crit'air niveau 2,bourg en bresse,5.71937029431896,1.5,blue
22999,hybride,automatique,gris,suv,loueur,non,14246.0,5.0,91.0,5,5,4.227,1.797,1.576,1386.0,440.0,crit'air niveau 1,metz,2.915811088295688,1.6,e-tech
26879,hybride,automatique,bi-ton,suv,loueur,non,10.0,5.0,94.0,5,5,4.239,1.797,1.575,1295.0,440.0,crit'air niveau 1,bourg-en-bresse,0.35044490075290896,1.6,e-tech
14999,essence,manuelle,jaune,berline,loueur,oui,6313.0,5.0,102.0,5,5,4.055,1.765,1.43,1090.0,352.0,crit'air niveau 1,aix-en-provence,1.5249828884325805,1.2,puretech
37999,essence micro hybride,automatique,bleu,suv,,non,100.0,7.0,136.0,5,5,4.542,1.934,1.641,1573.0,520.0,,billère,0.2518822724161533,1.2,hybrid
18799,essence micro hybride,automatique,jaune,berline,loueur,non,9669.0,5.0,100.0,5,5,4.055,1.765,1.43,1175.0,352.0,,chambray-lès-tours,1.462012320328542,1.2,hybrid
19299,diesel,manuelle,noir,suv,loueur,non,53829.0,6.0,116.0,5,5,4.341,1.804,,1275.0,1485.0,crit'air niveau 2,hénin-beaumont,3.4496919917864477,1.5,blue
15999,essence,manuelle,blanc,berline,loueur,non,15323.0,5.0,91.0,5,5,4.05,1.798,1.44,1007.0,391.0,crit'air niveau 1,laon,3.0855578370978782,1.0,tce
28450,hybride,automatique,gris,suv,loueur,non,15621.0,8.0,190.0,5,5,4.425,1.835,1.625,1610.0,504.0,crit'air niveau 1,bourg-en-bresse,1.4017796030116358,e-power,190ch
10696,essence,manuelle,bleu,berline,particulier,non,99000.0,5.0,102.0,5,5,4.055,1.765,1.43,1102.0,265.0,crit'air niveau 1,seynod,5.278576317590692,1.2,puretech
22299,gpl,manuelle,noir,break,loueur,non,7430.0,5.0,101.0,5,7,4.547,1.784,1.632,1177.0,712.0,crit'air niveau 1,saint-alban-leysse,0.4490075290896646,1.0,eco-g
15999,essence,manuelle,gris,berline,loueur,non,26126.0,5.0,91.0,5,5,4.053,1.798,1.44,1007.0,391.0,crit'air niveau 1,pertuis,1.1389459274469542,1.0,tce
14499,essence,manuelle,orange,berline,particulier,oui,34204.0,5.0,91.0,5,5,4.099,1.848,1.535,1021.0,328.0,crit'air niveau 1,niort,2.839151266255989,1.0,tce
10484,essence,manuelle,blanc,berline,loueur,non,36838.0,4.0,83.0,5,5,3.996,1.749,1.474,980.0,300.0,crit'air niveau 1,charleville-mézières,3.3429158110882957,1.2,puretech
18299,essence,manuelle,bleu,suv,,non,7761.0,5.0,91.0,5,5,4.227,1.797,1.576,1107.0,536.0,crit'air niveau 1,hénin-beaumont,1.7467488021902806,1.0,tce
22980,essence micro hybride,automatique,gris,berline,,non,11759.0,7.0,136.0,5,5,4.055,1.745,1.43,1228.0,352.0,,bourg-en-bresse,1.0951403148528405,1.2,hybrid
17299,essence,manuelle,bleu,berline,particulier,non,29054.0,5.0,91.0,5,5,4.05,1.798,1.44,1007.0,391.0,crit'air niveau 1,nanteuil-les-meaux,3.7234770704996576,1.0,tce
12499,essence,manuelle,gris,berline,société,oui,19749.0,4.0,75.0,5,5,4.055,1.745,1.43,980.0,265.0,crit'air niveau 1,niort,2.6721423682409307,1.2,puretech
28499,hybride,automatique,gris,suv,loueur,oui,8736.0,5.0,91.0,5,5,4.227,1.797,1.576,1386.0,440.0,crit'air niveau 1,nanteuil-les-meaux,0.5420944558521561,1.6,e-tech
32499,hybride rechargeable,automatique,gris,suv,société,non,10.0,5.0,98.0,5,5,4.545,1.805,1.68,1900.0,626.0,crit'air niveau 1,avignon,0.8733744010951403,2.4,mivec
12499,gpl,manuelle,gris,berline,particulier,non,58661.0,5.0,101.0,5,5,4.099,1.848,1.535,1134.0,328.0,crit'air niveau 1,sequedin,4.27378507871321,1.0,eco-g
17999,essence bioéthanol,manuelle,gris,suv,particulier,oui,68759.0,6.0,125.0,5,5,4.186,1.805,1.537,1205.0,456.0,,coignières,3.3949349760438055,1.0,flexifuel
13429,essence,manuelle,blanc,berline,loueur,oui,19600.0,4.0,83.0,5,5,3.996,1.749,1.474,980.0,300.0,crit'air niveau 1,reims,2.5872689938398357,1.2,puretech
19499,essence micro hybride,automatique,noir,suv,société,non,22543.0,7.0,140.0,5,5,4.227,1.797,1.576,1203.0,536.0,,saint-victoret,1.4209445585215605,1.3,tce
13990,essence,manuelle,gris,berline,loueur,oui,12921.0,5.0,91.0,5,5,4.05,1.798,1.44,1007.0,391.0,crit'air niveau 1,vesoul,2.1738535249828885,1.0,tce
14290,hybride,automatique,bleu,,particulier,non,96116.0,5.0,90.0,5,5,4.05,1.798,1.44,1238.0,254.0,crit'air niveau 1,pontarlier,3.9288158795345653,v,clio
18499,hybride,automatique,blanc,berline,particulier,non,8912.0,5.0,90.0,5,5,4.05,1.798,1.44,1238.0,301.0,crit'air niveau 1,dunkerque,4.418891170431212,1.6,e-tech
12780,essence,manuelle,blanc,berline,loueur,non,13113.0,4.0,83.0,5,5,3.996,1.749,1.474,980.0,300.0,crit'air niveau 1,chambéry,2.513347022587269,1.2,puretech
15899,essence,manuelle,noir,berline,,oui,17075.0,5.0,91.0,5,5,4.05,1.798,1.44,1007.0,391.0,crit'air niveau 1,poitiers,2.31895961670089,1.0,tce
24899,essence,automatique,bleu,berline,société,non,30116.0,5.0,102.0,5,5,4.023,1.727,1.425,1235.0,278.0,crit'air niveau 1,aix-en-provence,3.249828884325804,one,102ch
20499,essence,manuelle,gris,berline,particulier,non,1284.0,5.0,91.0,5,5,4.053,1.798,1.44,1007.0,391.0,crit'air niveau 1,nanteuil-les-meaux,0.36960985626283366,1.0,tce
21488,hybride,automatique,noir,suv,particulier,non,74393.0,5.0,94.0,5,5,4.568,1.821,1.571,1360.0,480.0,crit'air niveau 1,valence,3.3045859000684463,1.6,e-tech
15990,diesel,manuelle,noir,suv,particulier,non,135137.0,8.0,150.0,5,5,4.447,1.841,1.624,1425.0,520.0,crit'air niveau 2,dizy,7.652292950034223,2.0,bluehdi
10499,essence,manuelle,blanc,berline,auto-école,non,46949.0,4.0,83.0,5,5,3.996,1.749,1.474,980.0,300.0,crit'air niveau 1,poitiers,3.052703627652293,1.2,puretech
17990,essence,manuelle,gris,suv,loueur,non,21522.0,5.0,102.0,5,5,4.304,1.775,1.55,1188.0,434.0,crit'air niveau 1,grenoble,1.5030800821355237,1.2,puretech
15299,essence,manuelle,gris,berline,particulier,non,29835.0,5.0,91.0,5,5,4.05,1.798,1.44,1007.0,391.0,crit'air niveau 1,hirson,2.732375085557837,1.0,tce
15799,essence,manuelle,jaune,berline,loueur,oui,5787.0,5.0,102.0,5,5,4.055,1.765,1.43,1090.0,352.0,crit'air niveau 1,aix-en-provence,1.4948665297741273,1.2,puretech
19499,essence micro hybride,manuelle,gris,suv,société,oui,26334.0,7.0,140.0,5,5,4.227,1.797,1.576,1172.0,536.0,,nieppe,2.3436002737850785,1.3,tce
17299,hybride,automatique,orange,berline,particulier,non,20021.0,5.0,90.0,5,5,4.05,1.798,1.44,,301.0,crit'air niveau 1,salon-de-provence,4.473648186173854,1.6,e-tech
12799,gpl,manuelle,rouge,berline,loueur,non,58809.0,5.0,101.0,5,5,4.088,1.848,1.499,1055.0,328.0,crit'air niveau 1,liévin,3.1074606433949348,1.0,eco-g
22980,hybride rechargeable,automatique,gris,suv,particulier,oui,36300.0,10.0,181.0,5,5,4.5,1.969,1.689,1750.0,460.0,crit'air niveau 1,reims,4.219028062970568,hybrid,225ch
14999,essence,manuelle,bleu,berline,société,oui,37040.0,5.0,91.0,5,5,4.05,1.798,1.44,1007.0,391.0,crit'air niveau 1,poitiers,3.3401779603011637,1.0,tce
17980,gpl,manuelle,bi-ton,suv,loueur,non,18218.0,5.0,101.0,5,5,4.227,1.797,1.576,1164.0,536.0,crit'air niveau 1,bourg-en-bresse,1.3689253935660506,1.0,eco-g
20799,essence micro hybride,automatique,noir,suv,loueur,non,29063.0,7.0,140.0,5,5,4.568,1.821,1.571,1261.0,513.0,,laon,2.0561259411362083,1.3,tce
20499,electrique,automatique,noir,suv,particulier,oui,42836.0,4.0,218.0,5,5,4.199,1.86,1.501,1636.0,440.0,crit'air niveau 0,reims,3.0116358658453115,e-tech,electric
15399,essence,manuelle,gris,berline,loueur,non,13865.0,5.0,91.0,5,5,4.05,1.798,1.44,1007.0,391.0,crit'air niveau 1,fouquières-lès-béthune,2.245037645448323,1.0,tce
31999,hybride rechargeable,automatique,blanc,suv,,non,10.0,5.0,98.0,5,5,4.545,1.805,1.68,1900.0,626.0,crit'air niveau 1,sarreguemines,0.8733744010951403,2.4,mivec
25799,essence micro hybride,automatique,bleu,suv,société,non,7431.0,8.0,155.0,5,5,4.186,1.805,1.537,1259.0,456.0,,chauny,2.302532511978097,1.0,ecoboost
17900,essence,manuelle,gris,suv,,non,16239.0,5.0,91.0,5,5,4.227,1.797,1.576,1107.0,536.0,crit'air niveau 1,beauvais,1.8453114305270362,1.0,tce
23299,essence,manuelle,noir,berline,particulier,non,27754.0,5.0,102.0,3,4,3.863,1.727,1.414,1155.0,211.0,crit'air niveau 1,marignane,3.1704312114989732,one,102ch
16999,diesel,manuelle,gris,berline,auto-école,non,45520.0,5.0,100.0,5,5,4.053,1.798,1.44,1173.0,366.0,crit'air niveau 2,roncq,1.3689253935660506,1.5,blue
15990,essence,manuelle,noir,suv,loueur,non,53116.0,5.0,91.0,5,5,4.227,1.797,1.576,1107.0,536.0,crit'air niveau 1,soissons,3.6906228610540723,1.0,tce
11799,essence,manuelle,gris,berline,particulier,non,28387.0,4.0,75.0,5,5,4.055,1.765,1.43,980.0,265.0,crit'air niveau 1,avignon,4.167008898015058,1.2,puretech
18990,diesel,manuelle,bleu,suv,particulier,oui,61042.0,6.0,116.0,5,5,4.341,1.804,,1320.0,1485.0,crit'air niveau 2,reims,3.7207392197125255,1.5,blue
19999,essence micro hybride,automatique,gris,suv,,non,27962.0,8.0,158.0,5,5,4.227,1.797,1.576,1192.0,536.0,,saint-alban-leysse,3.381245722108145,1.3,tce
12480,diesel,manuelle,noir,berline,,non,77694.0,5.0,102.0,5,5,3.996,1.749,1.474,1090.0,300.0,crit'air niveau 2,eybens,3.3401779603011637,1.5,bluehdi
25499,essence,automatique,noir,berline,société,non,32405.0,7.0,136.0,3,4,3.863,1.727,1.414,1175.0,211.0,crit'air niveau 1,aix-en-provence,3.7207392197125255,cooper,136ch
16999,essence,manuelle,gris,suv,société,non,16773.0,5.0,91.0,5,5,4.227,1.797,1.576,1107.0,536.0,crit'air niveau 1,troyes,1.6947296372347707,1.0,tce
19299,gpl,manuelle,gris,break,particulier,non,39308.0,5.0,101.0,5,5,4.547,1.784,1.629,1291.0,842.0,crit'air niveau 1,hirson,2.5900068446269677,1.0,eco-g
18790,gpl,manuelle,vert,break,particulier,non,44963.0,5.0,101.0,5,7,4.547,1.784,1.632,1291.0,712.0,crit'air niveau 1,mexy,1.8206707734428473,1.0,eco-g
19899,diesel,automatique,blanc,suv,société,non,70323.0,7.0,131.0,5,5,4.3,1.77,1.55,1235.0,405.0,crit'air niveau 2,poitiers,4.418891170431212,1.5,bluehdi
